          969	TH
 3.924000       29.430000       29.430000
 5.886000       27.468000       29.430000
 7.848000       29.430000       29.430000
 9.810000       27.468000       29.430000
11.772000       29.430000       29.430000
13.734000       27.468000       29.430000
15.696000       29.430000       29.430000
17.658000       27.468000       29.430000
 5.886000       31.392000       29.430000
 7.848000       33.354000       29.430000
 9.810000       31.392000       29.430000
11.772000       33.354000       29.430000
13.734000       31.392000       29.430000
 9.810000       35.316000       29.430000
31.392000        5.886000       33.354000
33.354000        3.924000       33.354000
35.316000        5.886000       33.354000
27.468000        9.810000       33.354000
29.430000        7.848000       33.354000
31.392000        9.810000       33.354000
33.354000        7.848000       33.354000
23.544000       13.734000       33.354000
25.506000       11.772000       33.354000
27.468000       13.734000       33.354000
29.430000       11.772000       33.354000
19.620000       17.658000       33.354000
21.582000       15.696000       33.354000
23.544000       17.658000       33.354000
25.506000       15.696000       33.354000
15.696000       21.582000       33.354000
17.658000       19.620000       33.354000
19.620000       21.582000       33.354000
21.582000       19.620000       33.354000
11.772000       25.506000       33.354000
13.734000       23.544000       33.354000
15.696000       25.506000       33.354000
17.658000       23.544000       33.354000
 7.848000       29.430000       33.354000
 9.810000       27.468000       33.354000
11.772000       29.430000       33.354000
13.734000       27.468000       33.354000
 3.924000       33.354000       33.354000
 5.886000       31.392000       33.354000
 7.848000       33.354000       33.354000
 9.810000       31.392000       33.354000
 5.886000       35.316000       33.354000
